,Drug-Gene Pair Cluster,Dependency Path Cluster
2617,25.0,0.0
2618,23.0,0.0
2619,14.0,3.0
2620,14.0,3.0
2621,8.0,0.0
2622,18.0,3.0
2623,4.0,0.0
2624,2.0,0.0
2625,18.0,0.0
2626,2.0,0.0
2627,3.0,0.0
2628,14.0,0.0
2629,2.0,93.0
2630,18.0,28.0
2631,8.0,0.0
2632,1.0,65.0
2633,23.0,0.0
2634,2.0,0.0
2635,6.0,15.0
2636,2.0,0.0
2637,2.0,71.0
2638,0.0,52.0
2639,28.0,0.0
2640,5.0,0.0
2641,26.0,7.0
2642,14.0,0.0
2643,2.0,0.0
2644,2.0,0.0
2645,19.0,108.0
2646,23.0,0.0
2647,23.0,0.0
2648,28.0,0.0
2649,14.0,104.0
2650,12.0,0.0
2651,14.0,0.0
2652,15.0,0.0
2653,20.0,0.0
2654,22.0,0.0
2655,0.0,0.0
2656,26.0,0.0
2657,14.0,102.0
2658,29.0,0.0
2659,26.0,0.0
2660,28.0,0.0
2661,2.0,0.0
2662,8.0,0.0
2663,14.0,57.0
2664,18.0,0.0
2665,13.0,0.0
2666,15.0,0.0
2667,18.0,101.0
2668,14.0,4.0
2669,29.0,89.0
2670,2.0,101.0
2671,14.0,0.0
2672,18.0,0.0
2673,18.0,0.0
2674,15.0,0.0
2675,23.0,0.0
2676,28.0,0.0
2677,18.0,0.0
2678,23.0,0.0
2679,23.0,60.0
2680,14.0,77.0
2681,4.0,95.0
2682,0.0,0.0
2683,14.0,0.0
2684,18.0,0.0
2685,14.0,49.0
2686,23.0,115.0
2687,4.0,54.0
2688,0.0,0.0
2689,29.0,0.0
2690,14.0,43.0
2691,7.0,42.0
2692,23.0,0.0
2693,21.0,0.0
2694,8.0,0.0
2695,0.0,0.0
2696,22.0,0.0
2697,28.0,37.0
2698,20.0,0.0
2699,2.0,85.0
2700,2.0,0.0
2701,18.0,0.0
2702,15.0,0.0
2703,1.0,12.0
2704,23.0,12.0
2705,20.0,0.0
2706,23.0,0.0
2707,23.0,17.0
2708,14.0,12.0
2709,23.0,0.0
2710,18.0,0.0
2711,2.0,0.0
2712,14.0,0.0
2713,14.0,0.0
2714,25.0,0.0
2715,27.0,39.0
2716,14.0,103.0
2717,14.0,0.0
2718,16.0,0.0
2719,2.0,0.0
2720,8.0,0.0
2721,14.0,20.0
2722,23.0,0.0
2723,2.0,0.0
2724,11.0,0.0
2725,14.0,0.0
2726,14.0,46.0
2727,23.0,24.0
2728,26.0,4.0
2729,14.0,24.0
2730,28.0,31.0
2731,12.0,31.0
2732,27.0,24.0
2733,24.0,11.0
2734,2.0,118.0
2735,14.0,24.0
2736,19.0,46.0
2737,1.0,97.0
2738,8.0,11.0
2739,18.0,24.0
2740,27.0,46.0
2741,2.0,46.0
2742,2.0,11.0
2743,8.0,24.0
2744,23.0,31.0
2745,23.0,31.0
2746,18.0,28.0
2747,25.0,0.0
2748,13.0,22.0
2749,22.0,34.0
2750,18.0,0.0
2751,0.0,0.0
2752,23.0,0.0
2753,2.0,0.0
2754,21.0,42.0
2755,23.0,0.0
2756,6.0,0.0
2757,7.0,0.0
2758,18.0,0.0
2759,12.0,0.0
2760,18.0,0.0
2761,2.0,0.0
2762,18.0,89.0
2763,2.0,0.0
2764,20.0,0.0
2765,13.0,77.0
2766,8.0,0.0
2767,1.0,0.0
2768,6.0,108.0
2769,5.0,48.0
2770,5.0,48.0
2771,23.0,62.0
2772,22.0,62.0
2773,8.0,62.0
2774,13.0,62.0
2775,14.0,48.0
2776,20.0,0.0
2777,10.0,0.0
2778,8.0,0.0
2779,14.0,0.0
2780,23.0,87.0
2781,10.0,0.0
2782,17.0,0.0
2783,5.0,0.0
2784,23.0,0.0
2785,22.0,14.0
2786,16.0,0.0
2787,0.0,0.0
2788,11.0,60.0
2789,4.0,0.0
2790,29.0,0.0
2791,18.0,39.0
2792,23.0,119.0
2793,28.0,12.0
2794,29.0,0.0
2795,1.0,54.0
2796,14.0,25.0
2797,14.0,0.0
2798,23.0,0.0
2799,2.0,0.0
2800,23.0,110.0
2801,0.0,68.0
2802,26.0,0.0
2803,2.0,0.0
2804,18.0,102.0
2805,2.0,20.0
2806,23.0,81.0
2807,18.0,99.0
2808,23.0,87.0
2809,16.0,97.0
2810,3.0,73.0
2811,18.0,46.0
2812,3.0,0.0
2813,23.0,0.0
2814,23.0,100.0
2815,23.0,0.0
2816,0.0,0.0
2817,21.0,60.0
2818,18.0,0.0
2819,25.0,0.0
2820,22.0,0.0
2821,14.0,112.0
2822,22.0,0.0
2823,15.0,0.0
2824,23.0,0.0
2825,23.0,0.0
2826,3.0,0.0
2827,27.0,0.0
2828,23.0,0.0
2829,18.0,23.0
2830,0.0,0.0
2831,0.0,95.0
2832,13.0,0.0
2833,22.0,0.0
2834,0.0,0.0
2835,14.0,0.0
2836,29.0,99.0
2837,9.0,1.0
2838,28.0,113.0
2839,13.0,0.0
2840,2.0,0.0
2841,18.0,109.0
2842,14.0,123.0
2843,7.0,0.0
2844,18.0,0.0
2845,1.0,0.0
2846,14.0,23.0
2847,14.0,88.0
2848,20.0,8.0
2849,14.0,0.0
2850,23.0,0.0
2851,9.0,46.0
2852,23.0,80.0
2853,23.0,0.0
2854,2.0,0.0
2855,20.0,0.0
2856,8.0,0.0
2857,1.0,0.0
2858,2.0,77.0
2859,2.0,0.0
2860,23.0,0.0
2861,23.0,37.0
2862,26.0,0.0
2863,15.0,0.0
2864,2.0,56.0
2865,18.0,0.0
2866,4.0,43.0
2867,18.0,0.0
2868,29.0,80.0
2869,18.0,0.0
2870,28.0,0.0
2871,19.0,0.0
2872,23.0,0.0
2873,8.0,0.0
2874,19.0,0.0
2875,2.0,0.0
2876,2.0,56.0
2877,10.0,0.0
2878,2.0,0.0
2879,17.0,0.0
2880,29.0,0.0
2881,2.0,0.0
2882,14.0,77.0
2883,14.0,0.0
2884,18.0,0.0
2885,9.0,0.0
2886,22.0,0.0
2887,6.0,0.0
2888,18.0,32.0
2889,14.0,0.0
2890,26.0,0.0
2891,26.0,0.0
2892,14.0,43.0
2893,18.0,97.0
2894,14.0,0.0
2895,2.0,108.0
2896,18.0,0.0
2897,23.0,0.0
2898,18.0,0.0
2899,2.0,0.0
2900,4.0,0.0
2901,26.0,0.0
2902,2.0,0.0
2903,14.0,0.0
2904,0.0,0.0
2905,22.0,70.0
2906,23.0,0.0
2907,26.0,0.0
2908,18.0,0.0
2909,2.0,37.0
2910,13.0,0.0
2911,18.0,0.0
2912,8.0,88.0
2913,14.0,0.0
2914,18.0,0.0
2915,4.0,0.0
2916,1.0,0.0
2917,8.0,0.0
2918,26.0,0.0
2919,8.0,0.0
2920,0.0,94.0
2921,14.0,10.0
2922,22.0,0.0
2923,18.0,64.0
2924,24.0,100.0
2925,23.0,0.0
2926,14.0,0.0
2927,23.0,0.0
2928,10.0,44.0
2929,14.0,0.0
2930,23.0,113.0
2931,13.0,57.0
2932,2.0,78.0
2933,18.0,64.0
2934,28.0,0.0
2935,2.0,113.0
2936,2.0,0.0
2937,13.0,111.0
2938,28.0,46.0
2939,17.0,0.0
2940,14.0,85.0
2941,15.0,37.0
2942,8.0,0.0
2943,22.0,0.0
2944,2.0,0.0
2945,9.0,0.0
2946,18.0,42.0
2947,23.0,26.0
2948,18.0,0.0
2949,29.0,0.0
2950,26.0,0.0
2951,29.0,0.0
2952,23.0,0.0
2953,7.0,0.0
2954,23.0,0.0
2955,26.0,11.0
2956,2.0,97.0
2957,2.0,0.0
2958,13.0,0.0
2959,14.0,0.0
2960,23.0,0.0
2961,14.0,28.0
2962,14.0,0.0
2963,10.0,24.0
2964,10.0,108.0
2965,14.0,34.0
2966,17.0,8.0
2967,14.0,40.0
2968,14.0,0.0
2969,25.0,0.0
2970,2.0,0.0
2971,27.0,0.0
2972,18.0,0.0
2973,3.0,0.0
2974,18.0,0.0
2975,0.0,0.0
2976,18.0,0.0
2977,18.0,0.0
2978,26.0,89.0
2979,18.0,0.0
2980,27.0,8.0
2981,18.0,49.0
2982,23.0,27.0
2983,15.0,120.0
2984,2.0,0.0
2985,3.0,0.0
2986,18.0,0.0
2987,2.0,0.0
2988,23.0,0.0
2989,2.0,13.0
2990,3.0,0.0
2991,16.0,6.0
2992,13.0,0.0
2993,7.0,0.0
2994,0.0,0.0
2995,13.0,0.0
2996,18.0,0.0
2997,28.0,76.0
2998,18.0,0.0
2999,28.0,0.0
3000,23.0,0.0
3001,22.0,96.0
3002,1.0,0.0
3003,18.0,0.0
3004,18.0,0.0
3005,14.0,0.0
3006,23.0,68.0
3007,2.0,97.0
3008,23.0,0.0
3009,18.0,0.0
3010,18.0,111.0
3011,18.0,22.0
3012,26.0,89.0
3013,22.0,0.0
3014,18.0,0.0
3015,23.0,0.0
3016,2.0,0.0
3017,27.0,0.0
3018,4.0,11.0
3019,14.0,97.0
3020,2.0,97.0
3021,0.0,4.0
3022,4.0,4.0
3023,22.0,11.0
3024,15.0,97.0
3025,18.0,54.0
3026,23.0,11.0
3027,24.0,73.0
3028,14.0,97.0
3029,24.0,97.0
3030,18.0,93.0
3031,20.0,97.0
3032,22.0,97.0
3033,27.0,81.0
3034,7.0,24.0
3035,14.0,0.0
3036,14.0,22.0
3037,25.0,96.0
3038,14.0,0.0
3039,4.0,0.0
3040,24.0,0.0
3041,10.0,70.0
3042,23.0,70.0
3043,0.0,61.0
3044,26.0,0.0
3045,20.0,70.0
3046,23.0,0.0
3047,14.0,0.0
3048,15.0,77.0
3049,14.0,55.0
3050,15.0,0.0
3051,23.0,0.0
3052,25.0,117.0
3053,20.0,0.0
3054,2.0,62.0
3055,4.0,85.0
3056,23.0,0.0
3057,22.0,0.0
3058,14.0,8.0
3059,26.0,0.0
3060,6.0,56.0
3061,9.0,0.0
3062,13.0,81.0
3063,19.0,46.0
3064,3.0,88.0
3065,1.0,0.0
3066,23.0,23.0
3067,26.0,0.0
3068,1.0,0.0
3069,0.0,0.0
3070,2.0,0.0
3071,1.0,0.0
3072,2.0,0.0
3073,27.0,28.0
3074,14.0,117.0
3075,23.0,0.0
3076,13.0,0.0
3077,25.0,40.0
3078,6.0,0.0
3079,26.0,0.0
3080,26.0,80.0
3081,0.0,46.0
3082,2.0,0.0
3083,13.0,0.0
3084,14.0,0.0
3085,18.0,0.0
3086,18.0,0.0
3087,1.0,0.0
3088,18.0,0.0
3089,2.0,0.0
3090,24.0,0.0
3091,1.0,0.0
3092,2.0,0.0
3093,18.0,19.0
3094,0.0,110.0
3095,23.0,20.0
3096,2.0,10.0
3097,8.0,20.0
3098,18.0,19.0
3099,8.0,76.0
3100,14.0,123.0
3101,23.0,35.0
3102,2.0,10.0
3103,13.0,20.0
3104,23.0,10.0
3105,8.0,10.0
3106,7.0,0.0
3107,23.0,0.0
3108,22.0,29.0
3109,18.0,85.0
3110,23.0,0.0
3111,22.0,0.0
3112,3.0,0.0
3113,27.0,0.0
3114,19.0,0.0
3115,1.0,0.0
3116,14.0,0.0
3117,8.0,0.0
3118,24.0,0.0
3119,12.0,53.0
3120,2.0,90.0
3121,5.0,90.0
3122,15.0,90.0
3123,18.0,90.0
3124,18.0,85.0
3125,2.0,0.0
3126,18.0,0.0
3127,25.0,0.0
3128,2.0,0.0
3129,20.0,0.0
3130,2.0,0.0
3131,14.0,17.0
3132,14.0,85.0
3133,15.0,37.0
3134,2.0,0.0
3135,13.0,103.0
3136,15.0,0.0
3137,23.0,0.0
3138,19.0,0.0
3139,18.0,0.0
3140,0.0,0.0
3141,17.0,0.0
3142,14.0,0.0
3143,27.0,0.0
3144,10.0,0.0
3145,14.0,119.0
3146,15.0,0.0
3147,14.0,17.0
3148,25.0,0.0
3149,8.0,0.0
3150,17.0,0.0
3151,15.0,40.0
3152,1.0,8.0
3153,18.0,0.0
3154,26.0,3.0
3155,14.0,0.0
3156,9.0,0.0
3157,1.0,93.0
3158,18.0,46.0
3159,2.0,101.0
3160,18.0,4.0
3161,2.0,0.0
3162,19.0,0.0
3163,2.0,8.0
3164,14.0,49.0
3165,25.0,8.0
3166,2.0,94.0
3167,23.0,49.0
3168,2.0,46.0
3169,14.0,120.0
3170,8.0,111.0
3171,2.0,0.0
3172,14.0,0.0
3173,9.0,116.0
3174,14.0,0.0
3175,0.0,0.0
3176,26.0,87.0
3177,22.0,0.0
3178,22.0,0.0
3179,18.0,0.0
3180,23.0,60.0
3181,13.0,124.0
3182,14.0,15.0
3183,19.0,57.0
3184,18.0,0.0
3185,2.0,57.0
3186,2.0,73.0
3187,20.0,17.0
3188,5.0,10.0
3189,15.0,113.0
3190,18.0,117.0
3191,26.0,0.0
3192,20.0,11.0
3193,18.0,0.0
3194,18.0,0.0
3195,4.0,0.0
3196,8.0,0.0
3197,26.0,70.0
3198,22.0,0.0
3199,18.0,0.0
3200,22.0,0.0
3201,26.0,0.0
3202,12.0,0.0
3203,14.0,0.0
3204,2.0,0.0
3205,0.0,0.0
3206,23.0,12.0
3207,2.0,0.0
3208,0.0,12.0
3209,13.0,12.0
3210,14.0,0.0
3211,2.0,0.0
3212,23.0,0.0
3213,2.0,0.0
3214,29.0,85.0
3215,7.0,80.0
3216,18.0,0.0
3217,23.0,0.0
3218,23.0,0.0
3219,18.0,119.0
3220,15.0,86.0
3221,13.0,0.0
3222,22.0,0.0
3223,13.0,0.0
3224,18.0,0.0
3225,23.0,0.0
3226,23.0,0.0
3227,1.0,0.0
3228,0.0,0.0
3229,2.0,23.0
3230,20.0,0.0
3231,28.0,0.0
3232,23.0,0.0
3233,2.0,0.0
3234,14.0,0.0
3235,14.0,0.0
3236,23.0,0.0
3237,26.0,0.0
3238,18.0,0.0
3239,7.0,0.0
3240,14.0,0.0
3241,13.0,0.0
3242,14.0,0.0
3243,28.0,42.0
3244,24.0,22.0
3245,24.0,109.0
3246,8.0,109.0
3247,0.0,0.0
3248,9.0,67.0
3249,10.0,0.0
3250,26.0,0.0
3251,24.0,0.0
3252,21.0,117.0
3253,22.0,47.0
3254,7.0,0.0
3255,23.0,0.0
3256,2.0,0.0
3257,22.0,0.0
3258,2.0,42.0
3259,2.0,0.0
3260,15.0,108.0
3261,2.0,0.0
3262,23.0,0.0
3263,23.0,0.0
3264,23.0,0.0
3265,1.0,0.0
3266,18.0,0.0
3267,2.0,0.0
3268,22.0,0.0
3269,18.0,0.0
3270,2.0,77.0
3271,18.0,85.0
3272,7.0,41.0
3273,0.0,53.0
3274,2.0,48.0
3275,20.0,93.0
3276,18.0,48.0
3277,18.0,0.0
3278,18.0,0.0
3279,9.0,0.0
3280,2.0,0.0
3281,14.0,0.0
3282,18.0,0.0
3283,23.0,0.0
3284,19.0,0.0
3285,19.0,103.0
3286,5.0,0.0
3287,14.0,0.0
3288,18.0,0.0
3289,18.0,0.0
3290,26.0,0.0
3291,7.0,86.0
3292,18.0,0.0
3293,23.0,0.0
3294,2.0,93.0
3295,18.0,81.0
3296,2.0,0.0
3297,8.0,0.0
3298,14.0,23.0
3299,26.0,0.0
3300,29.0,18.0
3301,2.0,0.0
3302,14.0,0.0
3303,15.0,0.0
3304,18.0,97.0
3305,8.0,29.0
3306,18.0,47.0
3307,14.0,98.0
3308,25.0,46.0
3309,22.0,45.0
3310,28.0,0.0
3311,20.0,0.0
3312,2.0,0.0
3313,14.0,0.0
3314,2.0,117.0
3315,26.0,117.0
3316,23.0,60.0
3317,9.0,7.0
3318,24.0,89.0
3319,27.0,0.0
3320,18.0,38.0
3321,24.0,0.0
3322,11.0,20.0
3323,19.0,0.0
3324,15.0,0.0
3325,14.0,20.0
3326,0.0,0.0
3327,10.0,0.0
3328,0.0,3.0
3329,0.0,0.0
3330,23.0,0.0
3331,29.0,0.0
3332,7.0,0.0
3333,6.0,0.0
3334,26.0,0.0
3335,29.0,0.0
3336,10.0,0.0
3337,18.0,8.0
3338,2.0,0.0
3339,0.0,0.0
3340,4.0,0.0
3341,18.0,15.0
3342,4.0,0.0
3343,9.0,61.0
3344,22.0,4.0
3345,0.0,30.0
3346,2.0,77.0
3347,18.0,97.0
3348,19.0,0.0
3349,8.0,0.0
3350,17.0,0.0
3351,23.0,0.0
3352,13.0,0.0
3353,1.0,0.0
3354,15.0,0.0
3355,2.0,0.0
3356,2.0,0.0
3357,0.0,79.0
3358,0.0,0.0
3359,18.0,103.0
3360,18.0,103.0
3361,0.0,103.0
3362,0.0,9.0
3363,25.0,9.0
3364,14.0,0.0
3365,14.0,0.0
3366,15.0,0.0
3367,28.0,0.0
3368,24.0,0.0
3369,2.0,0.0
3370,8.0,0.0
3371,22.0,70.0
3372,21.0,0.0
3373,26.0,0.0
3374,23.0,0.0
3375,25.0,0.0
3376,2.0,0.0
3377,18.0,0.0
3378,23.0,0.0
3379,2.0,0.0
3380,26.0,0.0
3381,27.0,0.0
3382,19.0,0.0
3383,26.0,61.0
3384,23.0,0.0
3385,23.0,0.0
3386,13.0,0.0
3387,2.0,0.0
3388,18.0,0.0
3389,17.0,11.0
3390,23.0,0.0
3391,4.0,111.0
3392,25.0,31.0
3393,1.0,54.0
3394,23.0,31.0
3395,22.0,0.0
3396,4.0,0.0
3397,23.0,0.0
3398,13.0,0.0
3399,8.0,0.0
3400,3.0,0.0
3401,23.0,87.0
3402,14.0,0.0
3403,14.0,0.0
3404,2.0,0.0
3405,18.0,85.0
3406,2.0,85.0
3407,23.0,117.0
3408,11.0,0.0
3409,23.0,0.0
3410,23.0,0.0
3411,17.0,0.0
3412,26.0,0.0
3413,14.0,0.0
3414,0.0,119.0
3415,24.0,42.0
3416,10.0,0.0
3417,22.0,0.0
3418,2.0,0.0
3419,12.0,114.0
3420,18.0,0.0
3421,23.0,0.0
3422,28.0,38.0
3423,15.0,0.0
3424,20.0,0.0
3425,2.0,0.0
3426,12.0,0.0
3427,8.0,0.0
3428,23.0,117.0
3429,18.0,0.0
3430,2.0,0.0
3431,6.0,122.0
3432,23.0,67.0
3433,23.0,60.0
3434,18.0,60.0
3435,0.0,67.0
3436,26.0,67.0
3437,23.0,60.0
3438,1.0,67.0
3439,23.0,67.0
3440,2.0,60.0
3441,27.0,97.0
3442,15.0,0.0
3443,19.0,0.0
3444,2.0,0.0
3445,18.0,0.0
3446,2.0,0.0
3447,14.0,0.0
3448,18.0,102.0
3449,23.0,102.0
3450,1.0,0.0
3451,3.0,0.0
3452,25.0,0.0
3453,26.0,0.0
3454,14.0,0.0
3455,1.0,0.0
3456,23.0,0.0
3457,13.0,80.0
3458,23.0,0.0
3459,23.0,53.0
3460,6.0,53.0
3461,14.0,0.0
3462,14.0,4.0
3463,23.0,0.0
3464,29.0,0.0
3465,18.0,0.0
3466,2.0,0.0
3467,18.0,0.0
3468,26.0,7.0
3469,8.0,0.0
3470,3.0,0.0
3471,13.0,0.0
3472,18.0,0.0
3473,18.0,0.0
3474,14.0,8.0
3475,4.0,0.0
3476,9.0,8.0
3477,0.0,8.0
3478,14.0,93.0
3479,3.0,8.0
3480,23.0,0.0
3481,3.0,0.0
3482,14.0,12.0
3483,8.0,21.0
3484,26.0,0.0
3485,4.0,0.0
3486,24.0,0.0
3487,2.0,0.0
3488,14.0,0.0
3489,22.0,37.0
3490,6.0,0.0
3491,25.0,0.0
3492,20.0,73.0
3493,2.0,0.0
3494,26.0,0.0
3495,17.0,0.0
3496,14.0,0.0
3497,24.0,0.0
3498,14.0,97.0
3499,29.0,0.0
3500,2.0,0.0
3501,9.0,0.0
3502,23.0,0.0
3503,14.0,51.0
3504,18.0,71.0
3505,10.0,25.0
3506,8.0,0.0
3507,18.0,85.0
3508,11.0,54.0
3509,27.0,37.0
3510,27.0,0.0
3511,2.0,22.0
3512,2.0,0.0
3513,23.0,0.0
3514,18.0,74.0
3515,18.0,0.0
3516,23.0,44.0
3517,4.0,0.0
3518,29.0,0.0
3519,15.0,0.0
3520,18.0,0.0
3521,15.0,117.0
3522,25.0,14.0
3523,15.0,103.0
3524,0.0,0.0
3525,0.0,117.0
3526,0.0,119.0
3527,0.0,0.0
3528,0.0,0.0
3529,18.0,0.0
3530,18.0,117.0
3531,24.0,90.0
3532,22.0,0.0
3533,3.0,25.0
3534,0.0,0.0
3535,2.0,0.0
3536,14.0,94.0
3537,22.0,23.0
3538,8.0,23.0
3539,26.0,0.0
3540,1.0,33.0
3541,15.0,61.0
3542,2.0,61.0
3543,2.0,0.0
3544,14.0,117.0
3545,14.0,57.0
3546,25.0,0.0
3547,14.0,0.0
3548,17.0,43.0
3549,0.0,0.0
3550,0.0,0.0
3551,10.0,14.0
3552,14.0,14.0
3553,2.0,0.0
3554,28.0,0.0
3555,0.0,0.0
3556,23.0,0.0
3557,2.0,0.0
3558,25.0,0.0
3559,19.0,0.0
3560,4.0,0.0
3561,26.0,0.0
3562,25.0,42.0
3563,4.0,0.0
3564,2.0,111.0
3565,15.0,0.0
3566,27.0,0.0
3567,2.0,33.0
3568,14.0,123.0
3569,29.0,0.0
3570,8.0,0.0
3571,23.0,0.0
3572,6.0,0.0
3573,10.0,0.0
3574,19.0,0.0
3575,24.0,0.0
3576,26.0,0.0
3577,22.0,0.0
3578,0.0,0.0
3579,23.0,0.0
3580,0.0,0.0
3581,14.0,0.0
3582,18.0,40.0
3583,27.0,9.0
3584,2.0,0.0
3585,18.0,0.0
3586,0.0,0.0
3587,21.0,37.0
3588,5.0,0.0
3589,1.0,0.0
3590,18.0,37.0
3591,0.0,11.0
3592,0.0,4.0
3593,22.0,97.0
3594,14.0,0.0
3595,21.0,0.0
3596,7.0,97.0
3597,18.0,97.0
3598,18.0,0.0
3599,18.0,0.0
3600,14.0,97.0
3601,0.0,97.0
3602,23.0,4.0
3603,6.0,97.0
3604,9.0,56.0
3605,12.0,11.0
3606,18.0,118.0
3607,18.0,24.0
3608,7.0,90.0
3609,12.0,0.0
3610,29.0,84.0
3611,16.0,109.0
3612,22.0,27.0
3613,17.0,0.0
3614,18.0,0.0
3615,18.0,0.0
3616,14.0,0.0
3617,23.0,0.0
3618,28.0,0.0
3619,13.0,0.0
3620,19.0,42.0
3621,28.0,0.0
3622,2.0,0.0
3623,2.0,0.0
3624,24.0,0.0
3625,14.0,0.0
3626,8.0,0.0
3627,15.0,0.0
3628,21.0,115.0
3629,14.0,0.0
3630,2.0,34.0
3631,2.0,0.0
3632,26.0,0.0
3633,8.0,0.0
3634,18.0,84.0
3635,18.0,20.0
3636,1.0,20.0
3637,2.0,0.0
3638,8.0,0.0
3639,14.0,97.0
3640,18.0,0.0
3641,14.0,0.0
3642,1.0,0.0
3643,0.0,0.0
3644,14.0,0.0
3645,7.0,100.0
3646,18.0,23.0
3647,26.0,23.0
3648,26.0,85.0
3649,12.0,107.0
3650,14.0,0.0
3651,2.0,23.0
3652,19.0,0.0
3653,19.0,0.0
3654,22.0,0.0
3655,18.0,0.0
3656,18.0,88.0
3657,2.0,88.0
3658,18.0,89.0
3659,0.0,0.0
3660,18.0,0.0
3661,18.0,0.0
3662,23.0,0.0
3663,0.0,0.0
3664,2.0,0.0
3665,23.0,0.0
3666,28.0,104.0
3667,22.0,0.0
3668,18.0,0.0
3669,22.0,61.0
3670,18.0,0.0
3671,20.0,0.0
3672,28.0,111.0
3673,23.0,4.0
3674,14.0,0.0
3675,23.0,0.0
3676,28.0,0.0
3677,15.0,37.0
3678,13.0,99.0
3679,14.0,0.0
3680,29.0,0.0
3681,1.0,0.0
3682,20.0,34.0
3683,1.0,0.0
3684,18.0,34.0
3685,10.0,0.0
3686,4.0,17.0
3687,4.0,0.0
3688,14.0,17.0
3689,14.0,81.0
3690,8.0,0.0
3691,23.0,81.0
3692,5.0,34.0
3693,6.0,81.0
3694,23.0,34.0
3695,18.0,17.0
3696,26.0,3.0
3697,27.0,14.0
3698,8.0,122.0
3699,22.0,0.0
3700,4.0,117.0
3701,23.0,56.0
3702,14.0,77.0
3703,22.0,0.0
3704,23.0,0.0
3705,1.0,0.0
3706,13.0,99.0
3707,2.0,0.0
3708,18.0,114.0
3709,18.0,114.0
3710,12.0,0.0
3711,14.0,0.0
3712,22.0,10.0
3713,7.0,58.0
3714,18.0,0.0
3715,23.0,41.0
3716,26.0,10.0
3717,23.0,113.0
3718,0.0,35.0
3719,0.0,0.0
3720,23.0,76.0
3721,16.0,64.0
3722,10.0,0.0
3723,4.0,63.0
3724,18.0,36.0
3725,3.0,0.0
3726,23.0,107.0
3727,18.0,63.0
3728,13.0,0.0
3729,21.0,0.0
3730,14.0,10.0
3731,13.0,77.0
3732,21.0,113.0
3733,24.0,10.0
3734,25.0,20.0
3735,27.0,33.0
3736,2.0,10.0
3737,18.0,91.0
3738,18.0,92.0
3739,22.0,0.0
3740,14.0,57.0
3741,18.0,63.0
3742,26.0,10.0
3743,23.0,10.0
3744,18.0,29.0
3745,23.0,20.0
3746,26.0,0.0
3747,16.0,88.0
3748,2.0,0.0
3749,23.0,0.0
3750,6.0,44.0
3751,20.0,0.0
3752,27.0,0.0
3753,2.0,0.0
3754,14.0,0.0
3755,2.0,0.0
3756,23.0,0.0
3757,20.0,0.0
3758,23.0,0.0
3759,23.0,20.0
3760,18.0,1.0
3761,23.0,24.0
3762,23.0,0.0
3763,18.0,10.0
3764,10.0,57.0
3765,20.0,110.0
3766,18.0,41.0
3767,18.0,57.0
3768,14.0,0.0
3769,0.0,57.0
3770,8.0,19.0
3771,22.0,100.0
3772,14.0,123.0
3773,3.0,57.0
3774,2.0,78.0
3775,18.0,0.0
3776,14.0,0.0
3777,18.0,0.0
3778,2.0,0.0
3779,26.0,44.0
3780,14.0,0.0
3781,14.0,37.0
3782,21.0,0.0
3783,23.0,119.0
3784,23.0,0.0
3785,5.0,0.0
3786,23.0,80.0
3787,13.0,0.0
3788,29.0,57.0
3789,21.0,57.0
3790,2.0,0.0
3791,13.0,0.0
3792,2.0,0.0
3793,23.0,0.0
3794,14.0,0.0
3795,16.0,86.0
3796,19.0,0.0
3797,15.0,0.0
3798,0.0,95.0
3799,18.0,0.0
3800,23.0,0.0
3801,27.0,0.0
3802,18.0,0.0
3803,23.0,0.0
3804,23.0,37.0
3805,2.0,60.0
3806,17.0,13.0
3807,23.0,85.0
3808,0.0,0.0
3809,23.0,98.0
3810,0.0,61.0
3811,25.0,119.0
3812,23.0,97.0
3813,12.0,97.0
3814,2.0,0.0
3815,18.0,0.0
3816,14.0,0.0
3817,25.0,93.0
3818,8.0,0.0
3819,23.0,59.0
3820,2.0,0.0
3821,9.0,0.0
3822,27.0,0.0
3823,26.0,0.0
3824,18.0,0.0
3825,14.0,80.0
3826,23.0,0.0
3827,15.0,0.0
3828,18.0,0.0
3829,18.0,0.0
3830,3.0,0.0
3831,18.0,89.0
3832,0.0,89.0
3833,8.0,89.0
3834,2.0,2.0
3835,23.0,89.0
3836,23.0,89.0
3837,14.0,40.0
3838,18.0,8.0
3839,8.0,89.0
3840,14.0,89.0
3841,29.0,89.0
3842,26.0,89.0
3843,18.0,119.0
3844,8.0,0.0
3845,18.0,0.0
3846,29.0,37.0
3847,23.0,0.0
3848,27.0,23.0
3849,2.0,0.0
3850,14.0,0.0
3851,8.0,0.0
3852,2.0,0.0
3853,0.0,0.0
3854,23.0,0.0
3855,25.0,38.0
3856,26.0,80.0
3857,23.0,80.0
3858,23.0,80.0
3859,23.0,46.0
3860,28.0,80.0
3861,16.0,80.0
3862,9.0,80.0
3863,18.0,80.0
3864,21.0,80.0
3865,6.0,112.0
3866,2.0,0.0
3867,2.0,0.0
3868,14.0,0.0
3869,14.0,0.0
3870,14.0,37.0
3871,18.0,28.0
3872,14.0,0.0
3873,18.0,93.0
3874,2.0,8.0
3875,2.0,40.0
3876,1.0,8.0
3877,26.0,49.0
3878,18.0,27.0
3879,26.0,4.0
3880,14.0,0.0
3881,14.0,0.0
3882,27.0,0.0
3883,0.0,87.0
3884,18.0,0.0
3885,18.0,0.0
3886,18.0,0.0
